;training;predicted;validation
2018-08-28 11:00:00;;56.32578623269218;60.836570185898765
2018-08-28 12:00:00;;56.81218902401237;61.229282080097036
2018-08-28 13:00:00;;57.29859181533258;62.27537471321187
2018-08-28 14:00:00;;57.78499460665278;62.816048389788946
2018-08-28 15:00:00;;58.27139739797297;63.10332461890895
2018-08-28 16:00:00;;58.75780018929318;64.29346593613165
2018-08-28 17:00:00;;59.244202980613366;64.48404155312952
2018-08-28 18:00:00;;59.73060577193357;65.49484095006554
2018-08-28 19:00:00;;60.21700856325376;66.11041684063157
2018-08-28 20:00:00;;60.703411354573966;66.75478635087674
2018-08-28 21:00:00;;61.18981414589416;67.63379493838131
2018-08-28 22:00:00;;61.67621693721436;68.45435310633685
2018-08-28 23:00:00;;62.16261972853456;68.77965668551849
2018-08-29 00:00:00;;62.64902251985476;69.3628109550117
2018-08-29 01:00:00;;63.135425311174956;69.52674365146308
2018-08-29 02:00:00;;63.62182810249516;70.62076841669767
2018-08-29 03:00:00;;64.10823089381535;71.07822482437767
2018-08-29 04:00:00;;64.59463368513555;71.24153576744337
2018-08-29 05:00:00;;65.08103647645575;71.32912699304994
2018-08-29 06:00:00;;65.56743926777594;72.07538750138137
2018-08-29 07:00:00;;66.05384205909616;73.28346096691862
2018-08-29 08:00:00;;66.54024485041634;73.84632892333941
2018-08-29 09:00:00;;67.02664764173655;74.03537140812443
2018-08-29 10:00:00;;67.51305043305673;74.18507982539248
2018-08-29 11:00:00;;67.99945322437694;74.96680130011872
2018-08-29 12:00:00;;68.48585601569714;75.86737890867245
2018-08-29 13:00:00;;68.97225880701733;76.31938637321662
2018-08-29 14:00:00;;69.45866159833753;77.02263546990312
2018-08-29 15:00:00;;69.94506438965773;77.93453177212987
2018-08-29 16:00:00;;70.43146718097793;78.55388776097246
2018-08-29 17:00:00;;70.91786997229813;79.33653032042332
2018-08-29 18:00:00;;71.40427276361834;79.95946314031863
2018-08-29 19:00:00;;71.89067555493851;80.2800276384157
2018-08-29 20:00:00;;72.37707834625873;80.87321956189858
2018-08-29 21:00:00;;72.86348113757893;81.70532264826063
2018-08-29 22:00:00;;73.34988392889913;82.03980492807514
2018-08-29 23:00:00;;73.8362867202193;82.97702979183406
2018-08-30 00:00:00;;74.32268951153952;83.50824997725852
2018-08-30 01:00:00;;74.80909230285971;84.25010890712184
2018-08-30 02:00:00;;75.29549509417993;
2018-08-30 03:00:00;;75.7818978855001;
2018-08-30 04:00:00;;76.2683006768203;
2018-08-30 05:00:00;;76.7547034681405;
2018-08-30 06:00:00;;77.24110625946072;
2018-08-30 07:00:00;;77.7275090507809;
2018-08-30 08:00:00;;78.2139118421011;
2018-08-30 09:00:00;;78.7003146334213;
2018-08-30 10:00:00;;79.1867174247415;
2018-08-30 11:00:00;;79.67312021606169;
2018-08-30 12:00:00;;80.1595230073819;
2018-08-30 13:00:00;;80.6459257987021;
2018-08-30 14:00:00;;81.1323285900223;
2018-08-30 15:00:00;;81.61873138134249;
2018-08-30 16:00:00;;82.10513417266267;
2018-08-30 17:00:00;;82.59153696398289;
2018-08-30 18:00:00;;83.07793975530309;
2018-08-30 19:00:00;;83.5643425466233;
2018-08-30 20:00:00;;84.05074533794348;
2018-08-30 21:00:00;;84.53714812926368;
2018-08-30 22:00:00;;85.02355092058387;
2018-08-30 23:00:00;;85.50995371190409;
2018-08-31 00:00:00;;85.99635650322428;
2018-08-31 01:00:00;;86.48275929454448;
2018-08-31 02:00:00;;86.96916208586467;
